wdid,facility_name,region,county,place_type,year,ml_risk_score,ml_risk_pct,ml_percentile,total_actions_24mo,avg_severity_24mo,total_outstanding,monetary_rate_24mo,escalation_ratio
2 071042001,Martinez Refining Company WWTP,2,Contra Costa,Wastewater Treatment Facility,2015,0.16442470897586509,16.4,89.7,3,5.666666666666667,0.0,0.6666666666666666,1.0
5A510100001,Live Oak City WWTP,5S,Sutter,Wastewater Treatment Facility,2017,0.16313656638662127,16.3,89.6,6,3.0,0.0,0.0,1.0
1B83135OHUM,Fortuna City WWTP,1,Humboldt,Wastewater Treatment Facility,2009,0.16226609918555937,16.2,89.5,3,3.6666666666666665,36500.0,0.3333333333333333,1.0
8 360112001,Rialto WWRF,8,San Bernardino,Wastewater Treatment Facility,2002,0.162132380527585,16.2,89.5,4,3.5,0.0,0.25,1.0
4B196100069,Marina Marketplace,4,Los Angeles,"Service/Commercial Site, NEC",2003,0.16203827016454778,16.2,89.4,3,4.333333333333333,0.0,0.3333333333333333,1.0
5A520310001,Bio Industries Inc,5R,Tehama,Land Treatment Unit,2002,0.16181254098770723,16.2,89.4,5,4.0,0.0,0.4,1.0
5A290104001,Lake Wildwood WWTP,5S,Nevada,Wastewater Treatment Facility,2014,0.16159318637594924,16.2,89.3,5,3.5,0.0,0.2,1.0
3 430100001,SCRWA WWTP,3,Santa Clara,Wastewater Treatment Facility,2003,0.16141129858160835,16.1,89.2,9,1.6666666666666667,0.0,0.0,1.0
4B190106049,"Tank E Area, Haynes Plant, Long Beach",4,Los Angeles,Facility,2002,0.15936502449025933,15.9,89.2,4,3.5,0.0,0.25,1.0
4B199000158,Hawthorne Drinking Water Treatment Plant,4,Los Angeles,Water Treatment Plant,2017,0.15928261719675035,15.9,89.1,4,7.0,0.0,1.0,1.0
1B80154OMEN,Hopland Public Utilities District,1,Mendocino,Wastewater Treatment Facility,2003,0.1589217622920651,15.9,89.0,3,5.0,0.0,0.6666666666666666,1.0
4B199019002,Inland Terminal (32-Acres Terminal),4,Los Angeles,Tank Farm,2005,0.15613818518493772,15.6,89.0,3,4.333333333333333,0.0,0.3333333333333333,1.0
4A190805002,William E Warne Power Plant,4,Los Angeles,Power Plant,2014,0.15556235214266467,15.6,88.9,4,6.0,0.0,0.75,1.0
5B50NC00208,Ed Hirdes Dairy,5S,Stanislaus,Animal Feeding,2013,0.154737529942895,15.5,88.9,3,4.333333333333333,0.0,0.3333333333333333,1.0
4B191408001,Paradise Cove Mobile Home Park,4,Los Angeles,Mobile Home Park,2008,0.1541446321851435,15.4,88.8,5,3.2,0.0,0.2,1.0
2 417038001,South San Francisco-San Bruno WQCP,2,San Mateo,Wastewater Treatment Facility,2002,0.15384668803178847,15.4,88.7,11,1.3333333333333333,0.0,0.09090909090909091,1.0
5A48NP00004,Fox Road Petroleum Release Site GW Remediation Proj,5S,Solano,Groundwater Cleanup Site,2010,0.15274115351262887,15.3,88.7,3,5.666666666666667,0.0,0.6666666666666666,1.0
4B192108009,Shell Oil Products US Mormon Island Terminal,4,Los Angeles,Tank Farm,2002,0.14653852153994987,14.7,88.6,3,3.6666666666666665,0.0,0.3333333333333333,1.0
9 000000760,City Of San Juan Capistrano CS,9,Orange,Collection_System,2002,0.14560416758091857,14.6,88.5,8,2.3333333333333335,0.0,0.0,1.0
3 420103001,Guadalupe WWTP,3,Santa Barbara,Wastewater Treatment Facility,2009,0.1449173299978241,14.5,88.5,4,2.3333333333333335,0.0,0.25,1.0
4A560110001,Simi Valley WQCP,4,Ventura,Wastewater Treatment Facility,2016,0.14487682152145911,14.5,88.4,3,5.666666666666667,0.0,0.6666666666666666,1.0
3 401001001,Ragged Point Inn Motel,3,San Luis Obispo,Domestic Site NEC,2002,0.14450017358957756,14.5,88.4,4,3.0,0.0,0.0,1.0
9SSO10658,San Diego City CS (Wastewater Collection System),9,San Diego,Collection_System,2014,0.14434022860940326,14.4,88.3,5,3.0,0.0,0.2,1.0
5C102029001,The Vendo Company Groundwater Remediation System,5F,Fresno,Groundwater Cleanup Site,2010,0.14369093349724546,14.4,88.2,3,4.333333333333333,0.0,0.3333333333333333,1.0
4B196400047,B.C. Plaza,4,Los Angeles,Facility,2006,0.14315773133381843,14.3,88.2,4,3.0,0.0,0.0,1.0
3 420110001,Solvang WWTP,3,Santa Barbara,Wastewater Treatment Facility,2005,0.14304473451624347,14.3,88.1,7,1.0,0.0,0.0,1.0
5C201016001,North Fork Mill Housing Facility,5F,Madera,Wastewater Treatment Facility,2001,0.1430179265446482,14.3,88.0,5,3.0,0.0,0.2,1.0
8 362222001,Henry N. Wochholz WWRF,8,Riverside,Wastewater Treatment Facility,2009,0.1425512429953777,14.3,88.0,4,6.5,0.0,0.75,1.0
5A480101001,Dixon WWTF,5S,Solano,Wastewater Treatment Facility,2009,0.1422739466251817,14.2,87.9,3,5.0,0.0,0.3333333333333333,1.0
5B340109001,Rancho Murieta CSD WWT & Rec,5S,Sacramento,Wastewater Treatment Facility,2009,0.1411471689852901,14.1,87.9,5,4.0,0.0,0.2,1.0
4SSO10450,Hyperion CS,4,NA,Collection_System,2014,0.14054587349747086,14.1,87.8,3,3.6666666666666665,22500.0,0.3333333333333333,1.0
5C15NC00035,Kootstra Dairy,5F,Kern,Animal Feeding,2012,0.13996663538043216,14.0,87.7,4,3.0,0.0,0.0,1.0
5B031002001,The Oaks Commun Assoc-WWTF,5S,Amador,Mobile Home Park,2003,0.13968679060885247,14.0,87.7,7,2.4166666666666665,0.0,0.0,1.0
5D542007001,Nagra Farms (Former Monson Facility),5F,Tulare,Land fill,2011,0.13962601043923442,14.0,87.6,3,3.0,0.0,0.0,1.0
7A130128003,Imperial ID El Centro GS,7,Imperial,Power Plant,2013,0.13929282400013637,13.9,87.5,9,2.5,0.0,0.0,1.0
6A298603N01,Osburn/Stratton Property,6A,0,Facility,2000,0.13884732246990383,13.9,87.5,3,5.666666666666667,0.0,1.0,1.0
2 438464N01,Adult Education Center,2,0,Facility,2000,0.13783645507589162,13.8,87.4,5,3.3333333333333335,0.0,0.2,1.0
7A130112012,Westmorland City WWTP,7,Imperial,Wastewater Treatment Facility,2012,0.13592560766067865,13.6,87.4,7,3.0833333333333335,16665.6,0.14285714285714285,1.0
4A560108001,Santa Paula WWRP,4,Ventura,Wastewater Treatment Facility,2010,0.1355428736505116,13.6,87.3,5,3.5,0.0,0.2,1.0
3 421003001,Cuyama CSD WWTP,3,Santa Barbara,Wastewater Treatment Facility,2009,0.13443283714483373,13.4,87.2,3,3.6666666666666665,6000.0,0.3333333333333333,1.0
1A84006ODN,Crescent City WWTP,1,Del Norte,Wastewater Treatment Facility,2013,0.1336134349488503,13.4,87.2,3,4.0,0.0,0.3333333333333333,1.0
1B83136OHUM,Ferndale City POTW,1,Humboldt,Wastewater Treatment Facility,2008,0.13200302368720204,13.2,87.1,3,6.333333333333333,0.0,0.6666666666666666,1.0
5C10NC00151,Open Sky Dairy,5F,Fresno,Animal Feeding,2013,0.1313738784231904,13.1,87.0,4,4.75,19800.0,0.5,1.0
5A570309001,UC Davis Class III LF,5S,Yolo,Land fill,2001,0.13100084467555173,13.1,87.0,4,2.6666666666666665,0.0,0.0,1.0
5A290100001,Grass Valley City WWTP,5S,Nevada,Wastewater Treatment Facility,2017,0.13061717075705745,13.1,86.9,4,4.0,104500.0,0.25,1.0
9 000000759,San Diego City CS (Wastewater Collection System),9,San Diego,Collection_System,2008,0.1294873191545656,12.9,86.9,8,3.0,0.0,0.0,1.0
4B190106004,Donald C. Tillman WWRP,4,Los Angeles,Wastewater Treatment Facility,2014,0.12930178815026214,12.9,86.8,3,4.333333333333333,0.0,0.3333333333333333,1.0
3 420107001,Montecito SD WWTP,3,Santa Barbara,Wastewater Treatment Facility,2006,0.12914939666450564,12.9,86.7,6,1.0,0.0,0.0,1.0
5A510101001,Yuba City WWTF,5S,Sutter,Wastewater Treatment Facility,2017,0.12897249917964207,12.9,86.7,4,4.0,0.0,0.25,1.0
5D540300003,Exeter SWDS,5F,Tulare,Land fill,2011,0.12818412896591605,12.8,86.6,4,3.0,0.0,0.0,1.0
1B82084OHUM,McKinleyville WWTP,1,Humboldt,Wastewater Treatment Facility,2003,0.12758580737307987,12.8,86.6,9,1.0,0.0,0.0,1.0
5B390316001,French Camp LF,5S,San Joaquin,Land fill,2005,0.12702812503939714,12.7,86.5,7,2.0,0.0,0.0,1.0
5B070101001,Brentwood WWTP,5S,Contra Costa,Wastewater Treatment Facility,2016,0.12691023611612248,12.7,86.4,4,4.0,0.0,0.25,1.0
5A280107001,Lake Berryessa Resort Improvement District WWTF,5S,Napa,"Residence, NEC",2013,0.12687467217374052,12.7,86.4,3,3.6666666666666665,0.0,0.3333333333333333,1.0
5A580100002,Linda Cnty Water District WWTP,5S,Yuba,Wastewater Treatment Facility,2017,0.1268128686261292,12.7,86.3,5,4.6,0.0,0.4,1.0
5B390107001,Wastewater Recovery Center,5S,San Joaquin,Wastewater Treatment Facility,2017,0.12673964487800204,12.7,86.2,4,4.0,0.0,0.25,1.0
5B050107004,Forest Meadows WWT & RP,5S,Calaveras,Wastewater Treatment Facility,2004,0.12625264818574744,12.6,86.2,3,3.6666666666666665,0.0,0.3333333333333333,1.0
5B052008001,Lehigh Southwest Cement Company - Former Calaveras Cement Plant,5S,Calaveras,Metal Mining,2002,0.12593670262708992,12.6,86.1,7,2.1666666666666665,0.0,0.0,1.0
4A560105001,Oxnard WWTP,4,Ventura,Wastewater Treatment Facility,2013,0.12580682613419977,12.6,86.1,3,3.6666666666666665,0.0,0.3333333333333333,1.0
5B052014002,Royal Mountain King Mine,5S,Calaveras,Metal Mining,2002,0.12497242279942575,12.5,86.0,11,2.3333333333333335,0.0,0.0,0.75
4B193500004,Harbor Generating Station,4,Los Angeles,Power Plant,2009,0.12473935737485015,12.5,85.9,3,4.333333333333333,0.0,0.3333333333333333,1.0
5B032007001,"Buena Vista Biomass Power, LLC",5S,Amador,Land fill,2002,0.12464563774350718,12.5,85.9,3,4.0,0.0,0.0,1.0
5B030106001,Plymouth WWTP,5S,Amador,Wastewater Treatment Facility,2007,0.12419189790632267,12.4,85.8,3,3.6666666666666665,0.0,0.0,1.0
5B05NP00007,Angels City WWTP,5S,Calaveras,Wastewater Treatment Facility,2014,0.12380260285568846,12.4,85.7,5,3.0,0.0,0.0,1.0
5A320103001,American Valley WWTP,5R,Plumas,Wastewater Treatment Facility,2017,0.12377796935320018,12.4,85.7,3,4.333333333333333,50000.0,0.3333333333333333,1.0
4B190106007,Haynes Tank Farm,4,Los Angeles,Tank Farm,2007,0.12368152119905221,12.4,85.6,3,4.333333333333333,0.0,0.3333333333333333,1.0
7A331044001,Bubbling Wells Elem 97-500135,7,Riverside,Facility,2005,0.1232993673678389,12.3,85.6,3,2.6666666666666665,0.0,0.0,1.0
2 071198N01,Richmond Terminal,2,0,Facility,2003,0.12297516268170473,12.3,85.5,7,1.5833333333333333,0.0,0.0,1.0
5A459005002,Washington Mine,5R,Shasta,Metal Mining,2008,0.12275068434552978,12.3,85.4,3,4.0,0.0,0.3333333333333333,1.0
5A320100001,Chester STP,5R,Plumas,Wastewater Treatment Facility,2011,0.12240441241085592,12.2,85.4,3,5.0,0.0,0.3333333333333333,1.0
5C550800001,Moccasin Creek Fish Hatchery,5S,Tuolumne,Aquaculture/Hatchery,2012,0.12223739584300139,12.2,85.3,5,3.0,0.0,0.0,1.0
5A570102001,Madison WWTF,5S,Yolo,Wastewater Treatment Facility,2008,0.12166834946165193,12.2,85.2,5,3.0,0.0,0.0,1.0
9 000001030,Caltrans District 11,9,San Diego,MS4,2004,0.12042230306728677,12.0,85.2,6,2.277777777777778,0.0,0.0,1.0
5A311009001,Auburn Valley CSD WWTF,5S,Placer,Wastewater Treatment Facility,2009,0.11975734875661245,12.0,85.1,3,3.6666666666666665,0.0,0.3333333333333333,1.0
5C242018001,Hilmar Cheese Processing Plant,5F,Merced,Food Processing NEC,2010,0.11884507629110103,11.9,85.1,5,3.0,0.0,0.0,1.0
4A560101002,Fillmore WWTP and Wastewater Recycling Plant,4,Ventura,Wastewater Treatment Facility,2003,0.11864849685325701,11.9,85.0,3,3.0,0.0,0.0,1.0
5A520100001,City of Corning WWTP,5R,Tehama,Wastewater Treatment Facility,2013,0.11843709045826152,11.8,84.9,3,4.0,0.0,0.3333333333333333,1.0
7B361046011,"Havasu Palms, Inc 97-500146",7,San Bernardino,Facility,2002,0.1176915072502146,11.8,84.9,5,2.75,0.0,0.0,1.0
5B030300006,Buena Vista Class II and Class III LF Post-Closure Maintenance,5S,Amador,Land fill,2008,0.11619887513035825,11.6,84.8,5,3.0,0.0,0.0,1.0
4B196000137,Ralphs Grocery Co. Store #289,4,Los Angeles,"Service/Commercial Site, NEC",2007,0.11589668634541941,11.6,84.7,3,3.0,0.0,0.0,1.0
4B196100006,Babylon Apartments,4,Los Angeles,"Residence, NEC",2002,0.1147622131397365,11.5,84.7,3,4.333333333333333,0.0,0.3333333333333333,1.0
4B196000333,Page Museum @ La Brea Tar Pits,4,Los Angeles,"Service/Commercial Site, NEC",2003,0.11456108717159647,11.5,84.6,5,4.6,0.0,0.4,1.0
5B50NC00242,Lucio Corral Cattle,5S,Stanislaus,Animal Feeding,2013,0.11455192825746027,11.5,84.6,4,4.0,4830.0,0.25,1.0
9 000000756,"City of Oceanside Collection System, La Salina WWTP",9,San Diego,Collection_System,2005,0.11429895877044834,11.4,84.5,7,2.4285714285714284,0.0,0.0,1.0
7A130103011,El Centro City WWTP,7,Imperial,Wastewater Treatment Facility,2013,0.11426932471934058,11.4,84.4,3,5.333333333333333,0.0,0.6666666666666666,1.0
5A31NP00011,Lincoln City WWTF,5S,Placer,Wastewater Treatment Facility,2012,0.11416732181830104,11.4,84.4,4,3.0,0.0,0.0,1.0
5C54SC00007,Hilarides Dairy,5F,Tulare,Animal Feeding,2011,0.11380679362650829,11.4,84.3,5,3.0,0.0,0.0,1.0
5D165077N01,Sybesma Dairy,5F,Kings,Animal Feeding,2013,0.11359992079017255,11.4,84.2,3,4.333333333333333,0.0,0.3333333333333333,1.0
4A560104001,Ojai Valley WWTP,4,Ventura,Wastewater Treatment Facility,2007,0.11334829315509395,11.3,84.2,3,4.333333333333333,0.0,0.3333333333333333,1.0
9 000000175,SOCWA San Juan Creek Ocean Outfall,9,Orange,Wastewater Treatment Facility,2014,0.11304762466141005,11.3,84.1,3,4.333333333333333,0.0,0.3333333333333333,1.0
3 420114004,Mission Hills La Purisima WWTP,3,Santa Barbara,Wastewater Treatment Facility,2005,0.11211949685420358,11.2,84.1,9,1.0,0.0,0.0,1.0
5B070105003,Discovery Bay WWTP,5S,Contra Costa,Wastewater Treatment Facility,2017,0.11148231410237297,11.1,84.0,4,4.0,0.0,0.25,1.0
5A29NP00006,Empire Mine State Historic Park,5S,Nevada,Metal Mining,2015,0.11101173961595087,11.1,83.9,3,4.333333333333333,0.0,0.3333333333333333,1.0
4B191297001,"Former Polynt Composites USA, Inc.",4,Los Angeles,Manufacturing NEC,2006,0.11101173961595087,11.1,83.9,3,4.333333333333333,0.0,0.3333333333333333,1.0
8 330108001,Corona WWRF #1,8,Riverside,Wastewater Treatment Facility,2007,0.11091504572607708,11.1,83.8,3,5.666666666666667,0.0,0.6666666666666666,1.0
5A459008001,Dicalite Diatomaceous Earth Mine,5R,Shasta,Sand and Gravel Mining,2012,0.11024907607598866,11.0,83.7,5,4.375,0.0,0.4,1.0
5A342010001,Sacramento Rendering Companies Rancho Cordova Rendering Plant,5S,Sacramento,Rendering,2017,0.10992439324123278,11.0,83.7,5,2.5555555555555554,0.0,0.0,1.0
5C221002001,Yosemite West MD WWTF,5F,Mariposa,Wastewater Treatment Facility,2004,0.10965700787689023,11.0,83.6,3,3.3333333333333335,0.0,0.0,1.0
5B02NP00001,Bear Valley WWTF,5S,Alpine,Wastewater Treatment Facility,2014,0.10905975622046948,10.9,83.6,4,3.0,0.0,0.0,1.0
3 355011001,El Modeno Gardens,3,San Benito,Food Processing NEC,2003,0.10871748158181596,10.9,83.5,3,3.0,0.0,0.0,1.0
5D540106001,Pixley WWTF,5F,Tulare,Wastewater Treatment Facility,2001,0.10850769751278017,10.9,83.4,3,3.6666666666666665,0.0,0.0,1.0
5B031010001,CSA 3-Lake Camanche WWTP,5S,Amador,Wastewater Treatment Facility,2003,0.10850769751278017,10.9,83.4,3,3.6666666666666665,0.0,0.0,1.0
5B24NC00088,P & D Dairy South,5S,Merced,Animal Feeding,2013,0.10809195740341482,10.8,83.3,4,3.0,0.0,0.0,1.0
5C200101001,Madera WWTF,5F,Madera,Wastewater Treatment Facility,2004,0.10709261610950771,10.7,83.3,6,2.0,0.0,0.0,1.0
9 000000214,Otay Annex Sanitary Landfill,9,San Diego,Land fill,2003,0.10669658061122278,10.7,83.2,5,3.0,0.0,0.2,1.0
3 400106001,Pismo Beach WWTP,3,San Luis Obispo,Wastewater Treatment Facility,2003,0.10569620519981457,10.6,83.1,3,4.333333333333333,0.0,0.3333333333333333,1.0
5C100303001,City of Clovis MSW Landfill,5F,Fresno,Land fill,2010,0.10569023462306318,10.6,83.1,3,3.0,0.0,0.0,1.0
9 000000730,North City WRP,9,San Diego,Wastewater Treatment Facility,2014,0.1047874050332058,10.5,83.0,6,2.0,0.0,0.0,1.0
9 000000013,Las Pulgas Sanitary Landfill,9,San Diego,Land fill,2007,0.10383984698411021,10.4,82.9,7,3.5625,0.0,0.2857142857142857,1.0
5B020101001,Bear Valley WWTF,5S,Alpine,Wastewater Treatment Facility,2002,0.10376503405388536,10.4,82.9,3,4.333333333333333,0.0,0.0,1.0
7A130101011,Calexico City WWTP,7,Imperial,Wastewater Treatment Facility,2013,0.10294290442650392,10.3,82.8,3,5.333333333333333,18000.0,0.6666666666666666,1.0
4B192079001,Southwest Terminal Area I,4,Los Angeles,"Service/Commercial Site, NEC",2004,0.10260226335320449,10.3,82.8,3,4.333333333333333,0.0,0.3333333333333333,1.0
5C54NC00055,Pereira Family Dairy Feedlot,5F,Tulare,Animal Feeding,2017,0.10137157500417124,10.1,82.7,4,3.0,0.0,0.0,1.0
4WIP1080856,"RPM-Merit, Inc.",4,0,Facility,2002,0.10090598092007629,10.1,82.6,3,3.6666666666666665,0.0,0.3333333333333333,1.0
4WIP1080943,RPM-Noram,4,0,Facility,2002,0.10090598092007629,10.1,82.6,3,3.6666666666666665,0.0,0.3333333333333333,1.0
5C10NC00088,Black Oak LLC,5F,Fresno,Animal Feeding,2005,0.10027845213308292,10.0,82.5,4,3.0,0.0,0.0,1.0
5B39NP00073,White Slough Water Pollution Control Facility,5S,San Joaquin,Wastewater Treatment Facility,2017,0.10012661118294587,10.0,82.4,4,4.0,0.0,0.25,1.0
5A470101001,Dunsmuir WWTP,5R,Siskiyou,Wastewater Treatment Facility,2015,0.09956372982289759,10.0,82.4,5,2.6666666666666665,0.0,0.0,1.0
9 000000012,San Onofre Sanitary Landfill,9,San Diego,Land fill,2004,0.09867476741930592,9.9,82.3,5,3.125,0.0,0.2,1.0
5A310106007,Pleasant Grove WWTP,5S,Placer,Wastewater Treatment Facility,2017,0.09862790157739589,9.9,82.3,4,4.0,0.0,0.25,1.0
5A470300001,Black Butte Class III Landfill,5R,Siskiyou,Land fill,2001,0.09858724499012658,9.9,82.2,5,2.75,0.0,0.0,1.0
5A570800001,UC Davis Main WWTP,5S,Solano,Wastewater Treatment Facility,2015,0.0982966687270666,9.8,82.1,3,4.333333333333333,0.0,0.3333333333333333,1.0
5A570306001,Yolo County Central LF,5S,Yolo,Land fill,2013,0.09822037063125595,9.8,82.1,3,3.6666666666666665,0.0,0.0,1.0
5B50NC00011,Conagra Oakdale Facility,5S,Stanislaus,Food Processing NEC,2004,0.09778229511218388,9.8,82.0,6,2.125,0.0,0.0,1.0
2 482005001,Fairfield-Suisun Sewer District Subregional WWTP,2,Solano,Wastewater Treatment Facility,2010,0.09770490345699467,9.8,81.9,3,5.0,0.0,0.3333333333333333,1.0
5D545107001,Edwin Brasil Dairy,5F,Tulare,Animal Feeding,2006,0.09760515313223309,9.8,81.9,4,2.75,0.0,0.0,1.0
7A336666014,EZ Car Wash 93-60014,7,Riverside,"Service/Commercial Site, NEC",2003,0.09749386681353002,9.7,81.8,6,2.4,0.0,0.0,1.0
5A090100001,Hangtown Creek WRF,5S,El Dorado,Wastewater Treatment Facility,2017,0.09692035958270839,9.7,81.8,4,3.5,0.0,0.0,1.0
5D159073001,"Edison Oil Field, Fee 34 Facility",5F,Kern,Oil/Gas Extraction,2014,0.09690919230776142,9.7,81.7,3,3.0,0.0,0.0,1.0
3 350102001,San Juan Bautista WWTP,3,San Benito,Wastewater Treatment Facility,2003,0.09690283787765733,9.7,81.6,5,3.2,0.0,0.0,1.0
7B131006011,San Pasqual USD 97-500127,7,Imperial,Facility,2005,0.09630072122204908,9.6,81.6,7,2.0,0.0,0.0,1.0
6B140705001,Gray's Meadow Camp Ground,6B,Inyo,Campground,2002,0.09619641706651234,9.6,81.5,5,1.5,0.0,0.0,1.0
5C500106002,Riverbank WWTP,5S,San Joaquin,Wastewater Treatment Facility,2002,0.09552056435349691,9.6,81.4,4,3.0,0.0,0.0,1.0
5B390108001,Tracy WWTP,5S,San Joaquin,Wastewater Treatment Facility,2017,0.09508655377771613,9.5,81.4,5,3.0,0.0,0.0,1.0
5C54NC00024,JNA Brasil Dairy,5F,Tulare,Animal Feeding,2012,0.09460010908881233,9.5,81.3,5,2.75,0.0,0.0,1.0
5B052017001,Red Hill Mine,5S,Calaveras,Metal Mining,2002,0.09413156777661011,9.4,81.3,7,2.0,0.0,0.0,1.0
5A281003001,Markley Cove Resort,5S,Napa,Campground,2006,0.09382969998393415,9.4,81.2,3,3.3333333333333335,0.0,0.3333333333333333,1.0
9 000000117,SOCWA Aliso Creek Ocean Outfall,9,Orange,Wastewater Treatment Facility,2009,0.09350109165181246,9.4,81.1,6,2.3333333333333335,0.0,0.0,1.0
4A193500005,Castaic Power Plant,4,Los Angeles,Power Plant,2017,0.09302942696034949,9.3,81.1,3,7.0,0.0,1.0,1.0
5A170103001,Lakeport City WWTP,5S,Lake,Wastewater Treatment Facility,2009,0.09248125527268362,9.2,81.0,3,3.6666666666666665,0.0,0.0,1.0
4A199002002,"Six Flags Magic Mountain, Valencia",4,Los Angeles,Outdoor Event Venue,2012,0.09206075685432988,9.2,80.9,3,5.666666666666667,0.0,0.6666666666666666,1.0
5A170101001,Kelseyville Co Water Works District,5S,Lake,Facility,2008,0.09159766016747195,9.2,80.9,3,3.0,0.0,0.0,1.0
I-02290,C.F. Peng Service Station,4,0,Facility,2002,0.09146254972545584,9.1,80.8,4,2.6666666666666665,0.0,0.0,1.0
1B84083OMEN,Fort Bragg City WWTP,1,Mendocino,Wastewater Treatment Facility,2001,0.0912433976732268,9.1,80.8,5,1.125,0.0,0.0,1.0
6A318901010,Homewood High & Dry Marina,6A,Placer,Marina,2002,0.09041079785230532,9.0,80.7,5,1.0,0.0,0.0,1.0
3 270118002,Monterey One Water Regional WWTP,3,Monterey,Wastewater Treatment Facility,2004,0.08995902511024985,9.0,80.6,9,1.5,0.0,0.0,1.0
5A290107002,Cascade Shores WWTP,5S,Nevada,Wastewater Treatment Facility,2017,0.08991838408478336,9.0,80.6,5,3.0,0.0,0.0,1.0
2 417037001,SVCW WWTP,2,San Mateo,Wastewater Treatment Facility,2012,0.08951299459896643,9.0,80.5,3,5.333333333333333,0.0,0.6666666666666666,1.0
1B82151OHUM,Eureka City Elk River WWTP,1,Humboldt,Wastewater Treatment Facility,2005,0.08945464734918689,8.9,80.4,6,1.0,0.0,0.0,1.0
5D150115001,Taft WWTF,5F,Kern,Wastewater Treatment Facility,2001,0.08933758081658287,8.9,80.4,3,3.6666666666666665,0.0,0.0,1.0
6B360107001,Lake Arrowhead CSD WTFS,6B,San Bernardino,Wastewater Treatment Facility,2002,0.08900541522611037,8.9,80.3,10,2.0,0.0,0.0,1.0
6A310118070,Squaw Valley Ski Area,6A,Placer,Outdoor Event Venue,2006,0.08883905961399904,8.9,80.3,6,2.4,0.0,0.16666666666666666,1.0
5C500302001,Fink Road LF,5S,Stanislaus,Land fill,2008,0.08878771439409833,8.9,80.2,4,2.8333333333333335,0.0,0.0,1.0
7A331035011,Corkill Park 97-50050,7,Riverside,Facility,2006,0.08869823247035122,8.9,80.1,7,2.3333333333333335,0.0,0.0,1.0
5C54NC00037,former Dina Ranch LLC DAIRY,5F,Tulare,Animal Feeding,2005,0.08848768515578313,8.8,80.1,4,2.6666666666666665,0.0,0.0,1.0
7A131057011,Date Gardens MHP WWTP,7,Imperial,Wastewater Treatment Facility,2017,0.0880694603220193,8.8,80.0,4,3.5,0.0,0.25,1.0
4A561037001,Culligan Water,4,Ventura,Facility,2005,0.0880581128795269,8.8,80.0,3,3.0,0.0,0.0,1.0
5B030109001,Amador County Regional Outfall,5S,Amador,Wastewater Treatment Facility,2014,0.0877959036937562,8.8,79.9,4,2.75,0.0,0.0,1.0
4SLIC798,Cupples Co.,4,0,Facility,2002,0.08778495068284894,8.8,79.8,3,3.0,0.0,0.0,1.0
5A311050001,Skyview Terrace Mobile Home Park,5S,Placer,Mobile Home Park,2013,0.08769039527841804,8.8,79.8,3,3.6666666666666665,0.0,0.3333333333333333,1.0
900420016,Target Station #0940,4,0,Facility,2001,0.08728196563070868,8.7,79.7,3,3.3333333333333335,0.0,0.3333333333333333,1.0
6A189401001,Allied Petro Bulk Fuel Plant,6A,Lassen,Facility,2003,0.08718856576724102,8.7,79.6,7,1.9166666666666667,0.0,0.0,1.0
4B191347001,Malibu Country Mart III,4,Los Angeles,"Service/Commercial Site, NEC",2011,0.08653990106036406,8.7,79.6,3,3.0,0.0,0.0,1.0
